"2012-10-01 11:29:45.950000",19940152,"163810767222645100",5,"M8MULPRC_32.9.2.200.063       ","DW_MS                         ","PM_EDW_MSBI_ADMIN_READ","","select	a12.BRANCH_ID  BRANCH_ID, 	a12.BRANCH_MGR_NAME  BRANCH_MGR_NAME, 	pa11.BRANCHSERVICELEVELCONSTANT  BRANCHSERVICELEVELCONSTANT, 	pa11.BRANCHTARGETTALKTIMESECONDSCON  BRANCHTARGETTALKTIMESECONDSC",9,1.0," ",4423.0,0.556,0.096,167,0.016,83,0.0,68.0,38,26.0,258048.0
"2012-10-01 11:29:22.570000",19940040,"163730767223896064",4,"M8MULPRC_32.9.2.200.063       ","DW_MS                         ","PM_EDW_MSBI_ADMIN_READ","","select	a11.Activity_Date  Activity_Date, 	a12.BRANCH_ID  BRANCH_ID, 	max(a12.BRANCH_MGR_NAME)  BRANCH_MGR_NAME, 	sum(a11.Avg_AnsTime)  BRANCHAVGDAILYANSTIME, 	sum(a11.Daily_Service_Level)  BRANCHDAILY",46,0.0," ",105752.0,12.188,2.52,167,0.132,5,0.024,730.0,103,467.0,6491648.0
"2012-10-01 09:54:44.990000",19931078,"163810767222464830",7,"M8MULPRC_32.9.2.200.063       ","DW_MS                         ","PM_EDW_MSBI_CLAIMS_READ","=S> user=n0196970;report=- NF TM & SUPV;project=ClaimsNavigatorReporting;priority=5;workload=average;jobid=0;rptguid=57EB4B3E11E20BD016C800802FD7C843;sessionid=F7C2128411E20BCE000000802F378C4C;mstrenv=DEV;","select	a11.MgrEmployeeNumber  MgrEmployeeNumber, 	max(a11.ManagerLastName)  ManagerLastName, 	max((a11.ManagerFirstName || ' ' || a11.ManagerLastName))  CustCol_22 from	PM_EDW_PRES_MICRO_D.ld_CNG_CLAI",19,125.0," ",161158.0,38.86,0.576,167,0.288,59,0.172,1013.0,103,805.0,1095469568.0
"2012-10-01 11:46:30.450000",19940945,"163750767215200257",5,"M8MULPRC_32.9.2.200.063       ","DW_MS                         ","PM_EDW_MSBI_ADMIN_READ","","select	a11.Period  Activity_Date, 	a11.Period_Sort  Period_Sort, 	a11.BRANCH_ID  BRANCH_ID, 	a12.BRANCH_MGR_NAME  BRANCH_MGR_NAME, 	a11.ACW_Seconds  BRANCHACWSECONDS, 	a11.AUX  BRANCHAUX, 	a11.AUX7  B",13,18.0," ",10759.0,0.924,0.228,167,0.024,32,0.0,112.0,161,59.0,282624.0
"2012-10-01 10:08:08.730000",19931480,"163720767230122830",37,"M8MULPRC_32.9.2.200.063       ","DW_MS                         ","PM_EDW_MSBI_SALES_READ","=S> user=pdbatchman;report=TX Weekly Flash by Area;project=FlashNewBusiness;priority=5;workload=average;jobid=4115;rptguid=6896CBB84572AB62CF0DB4BA0AE3BB6F;sessionid=54AA46FE11E20BD11F3F00802F07E34C;mstrenv=qa;","select	coalesce(pa11.SLSOFFICENUM, pa12.SLSOFFICENUM)  SLSOFFICENUM, 	coalesce(pa11.LOB_BREAKDOWN, pa12.LOB_BREAKDOWN)  LOB_BREAKDOWN, 	coalesce(pa11.STATE_PROVINCE_NUM, pa12.STATE_PROVINCE_NUM)  STAT",3,37.0," ",1552.0,0.16,0.032,167,0.008,117,0.0,14.0,158,8.0,55296.0
"2012-10-01 14:37:21.440000",19945015,"163780767224078336",916,"M8MULPRC_32.9.2.200.063       ","DW_MS                         ","PM_EDW_MSBI_ADMIN_READ","","select	a11.Tenure_Group  Tenure_Group, 	LOWER(a11.Branch_Manager_PIN)  EMPY_BRNCH_NBR2, 	sum(a11.Auto_Target)  TARGETAUTOSALESBYTENUREGROUP, 	sum(a11.Home_Target)  TARGETHOMESALESBYTENUREGROUP, 	sum(a",7,5.0," ",3503.0,0.536,0.056,167,0.016,76,0.0,62.0,146,19.0,7680.0
"2012-10-01 10:32:59.360000",19934016,"163830767204011620",5,"SAS                           ","PRD_EG                        ","PM_EDW_SASBI_READ","","SELECT TableName, CASE TableKind WHEN 'V' THEN 'VIEW' ELSE 'TABLE' END FROM DBC.TablesX WHERE ((TableKind = 'T' OR TableKind = 'V') AND UPPER(DatabaseName)='PM_EDW_REPL_D')",53,1117.0," ",154199.0,16.096,0.496,167,0.248,109,0.036,4292.0,109,739.0,32033280.0
"2012-10-01 10:45:45.040000",19935455,"163730767223873882",13,"M8MULPRC_32.9.2.200.063       ","DW_MS                         ","PM_EDW_MSBI_CLAIMS_READ","=S> user=n0196970;report=SIU - TM Dashboard - Activity YTD Closed Report;project=ClaimsNavigatorReporting;priority=5;workload=average;jobid=106782;rptguid=7D250E6348DD5C1E7921C6B72E04075A;sessionid=3FA0E0A711E20BD6000000802F770C4D;mstrenv=DEV;","select	pa11.clndr_dt  clndr_dt, 	pa11.LOB_CD  LOB_CD, 	pa11.LOSS_ST_CD  LOSS_ST_CD, 	pa11.LOSS_ST_DESC  LOSS_ST_DESC, 	pa11.ACTVT_SUBJ_NME  ACTVT_SUBJ_NME, 	pa11.LOSS_CAUSE_CD  LOSS_CAUSE_CD, 	pa11.LO",5,291.0," ",10644.0,1.088,0.084,167,0.024,100,0.0,75.0,166,18.0,663040.0
"2012-10-01 12:40:48.920000",19943029,"163800767217437278",4,"M8MULPRC_32.9.2.200.063       ","DW_MS                         ","PM_EDW_MSBI_ADMIN_READ","","select	a11.Period  Activity_Date, 	a11.Period_Sort  Period_Sort, 	a11.BRANCH_ID  BRANCH_ID, 	a12.BRANCH_MGR_NAME  BRANCH_MGR_NAME, 	a11.ACW_Seconds  BRANCHACWSECONDS, 	a11.AUX  BRANCHAUX, 	a11.AUX7  B",14,19.0," ",10769.0,0.968,0.244,167,0.024,96,0.0,112.0,161,59.0,283136.0
"2012-10-01 16:48:39.840000",19948918,"163810767222904700",11,"M8MULPRC_32.9.2.200.063       ","DW_MS                         ","PM_EDW_MSBI_ADMIN_READ","=S> user=n0221362;report=PD Auto Quotes Dataset;project=PolicyLifecycleManagementv2.0.0;priority=5;workload=average;jobid=121274;rptguid=2A0D426848A5A265E899E0BF38BFF792;sessionid=3F4E359C11E20C01000000802F378E50;mstrenv=dev;","select	LOWER(c21.BRNCH_MGR_PIN_NBR)  EMPY_BRNCH_NBR2 from	PM_EDW_PRES_MICRO_D.plm_LSO_EMP_HIER_CRRNT_v	c21 where	c21.REP_STATUS_IND in ('A') group by	LOWER(c21.BRNCH_MGR_PIN_NBR)",24,224.0," ",82313.0,8.432,0.376,167,0.092,31,0.012,963.0,65,438.0,10373632.0
